"","typicaled","occupation","lessthanhs","hsdiploma","somecollege","associates","bachelors","masters","professional","hsorless","somecollegeorassociates","postgrad","TOT_EMP","A_MEDIAN","natlwage","workexp","probability","total","reveal","sum_tot_emp","weight","mean_prob"
"120","Bachelor's degree","General and Operations Managers",2.6,17.1,25.4,9.4,33,11.1,1.5,19.7,34.8,12.6,2212200,100410,273118212000,"5 years or more",16,2188870,5,18399270,0.120233030984381,20.4863184354597
"121","Bachelor's degree","Public Relations Specialists",0.8,3.4,8.8,4,57.2,21.9,3.9,4.2,12.8,25.8,233730,59300,15891302700,"None",18,226940,5,18399270,0.0127032213778047,20.4863184354597
"122","Bachelor's degree","Logisticians",1.8,14.5,26.6,12.8,33.1,10.4,0.8,16.3,39.4,11.2,159800,74590,12582652000,"None",1.2,144320,5,18399270,0.00868512718167623,20.4863184354597
"123","Bachelor's degree","Statistical Assistants",4.9,27.3,26.6,10.9,21.2,7.9,1.2,32.2,37.5,9.1,10110,47400,496299900,"None",66,10090,5,18399270,0.000549478321694285,20.4863184354597
"124","Bachelor's degree","Computer and Information Systems Managers",0.4,4,14,7.7,46.1,25.2,2.6,4.4,21.7,27.8,365690,139220,54754763700,"5 years or more",3.5,352540,5,18399270,0.019875245050483,20.4863184354597
"125","Bachelor's degree","Social and Community Service Managers",0.9,7.3,13.9,5.5,38.3,28.6,5.5,8.2,19.4,34.1,141830,64100,10003269900,"Less than 5 years",0.67,126230,5,18399270,0.00770845799860538,20.4863184354597
"126","Bachelor's degree","Conservation Scientists",0,0,0,0,76.5,18.8,4.7,0,0,23.5,22040,61480,1429294000,"None",1.6,20470,5,18399270,0.00119787361129001,20.4863184354597
"127","Bachelor's degree","Computer Programmers",0.6,4.6,12.9,8.7,50.9,19.7,2.8,5.2,21.6,22.5,247690,82240,21680305700,"None",48,271230,5,18399270,0.0134619471315982,20.4863184354597
"128","Bachelor's degree","Radio and Television Announcers",3.9,18.9,25.7,8.7,36.1,5.3,1.5,22.8,34.4,6.8,28580,32450,1361265400,"None",10,29120,5,18399270,0.00155332249594685,20.4863184354597
"129","Bachelor's degree","Petroleum Engineers",0.3,5.2,7.6,2.9,54.8,24.5,4.6,5.5,10.5,29.1,32010,132280,4954507800,"None",16,31510,5,18399270,0.00173974293545342,20.4863184354597
"130","Bachelor's degree","Multimedia Artists and Animators",2.5,11.3,18.7,8.4,46.4,11.3,1.4,13.8,27.1,12.7,29860,70530,2286081600,"None",1.5,29690,5,18399270,0.00162289047337204,20.4863184354597
"131","Bachelor's degree","Interior Designers",2.3,9.5,16.7,12.5,48.2,9.3,1.5,11.8,29.2,10.8,56070,51500,3263834700,"None",2.2,53140,5,18399270,0.00304740351111756,20.4863184354597
"132","Bachelor's degree","Producers and Directors",0.8,5.1,13.2,5.2,59.2,13.9,2.5,5.9,18.4,16.4,117520,71620,10667290400,"Less than 5 years",2.2,114530,5,18399270,0.00638720992735038,20.4863184354597
"133","Bachelor's degree","Industrial Production Managers",4.7,21.6,21.2,8.5,31,11.9,1.1,26.3,29.7,13,171520,100580,18966681600,"5 years or more",3,168410,5,18399270,0.00932210897497564,20.4863184354597
"134","Bachelor's degree","Natural Sciences Managers",0.9,1.2,3.4,3,33.2,34.7,23.7,2.1,6.4,58.4,56210,118970,7513590700,"5 years or more",1.8,53500,5,18399270,0.00305501250864844,20.4863184354597
"135","Bachelor's degree","Zoologists and Wildlife Biologists",0,0,0,0,47.5,31.4,21,0,0,52.4,17710,62290,1173287500,"None",30,17220,5,18399270,0.000962538187656358,20.4863184354597
"136","Bachelor's degree","Sales Engineers",0,4.8,14.8,9.1,57.2,13,1.1,4.8,23.9,14.1,70820,98720,7574199000,"None",0.41,73930,5,18399270,0.00384906575097816,20.4863184354597
"137","Bachelor's degree","Loan Officers",1.1,14.3,24.4,9.7,40.1,9,1.3,15.4,34.1,10.3,307240,64660,23940140800,"None",98,296800,5,18399270,0.0166984885813405,20.4863184354597
"138","Bachelor's degree","Graphic Designers",2.3,9.5,16.7,12.5,48.2,9.3,1.5,11.8,29.2,10.8,217170,48700,11570817600,"None",8.2,210690,5,18399270,0.0118031856698663,20.4863184354597
"139","Bachelor's degree","Materials Engineers",0.6,5.9,12,8.5,45,20.9,7.1,6.5,20.5,28,27200,94610,2682192000,"None",2.1,24370,5,18399270,0.00147831952028532,20.4863184354597
"140","Bachelor's degree","Social Science Research Assistants",3.2,15,21,13.5,32.3,11.5,3.5,18.2,34.5,15,31500,46000,1544445000,"None",65,29760,5,18399270,0.00171202444444807,20.4863184354597
"141","Bachelor's degree","Health Educators",2.9,12.7,20.9,7.9,33.3,19.6,2.7,15.6,28.8,22.3,58040,53940,3424940400,"None",4.5,57550,5,18399270,0.00315447297637352,20.4863184354597
"142","Bachelor's degree","Medical and Health Services Managers",1.3,8,15.9,11.9,30.6,24.3,8.1,9.3,27.8,32.4,346980,98350,38750726400,"Less than 5 years",0.73,332140,5,18399270,0.0188583568804632,20.4863184354597
"143","Doctoral or professional degree","Prosthodontists",0,0,0,0,0,2.4,97.6,0,0,100,430,185150,84692800,"None",5.5,0,7,1386850,0.000310055160976313,3.46496578577352
"144","Doctoral or professional degree","Podiatrists",0,0,0,0,0,1.7,98.3,0,0,100,9670,127740,1435704900,"None",0.46,9320,7,1386850,0.00697263582939756,3.46496578577352
"145","Doctoral or professional degree","Optometrists",0,0,0,0,0,1.9,98.1,0,0,100,37240,110300,4435284000,"None",14,36420,7,1386850,0.0268522190575765,3.46496578577352
"146","Doctoral or professional degree","Pharmacists",0,0,1.2,1.2,33.8,6.4,57.4,0,2.4,63.8,309330,124170,37648554300,"None",1.2,305520,7,1386850,0.223045030104193,3.46496578577352
"147","Doctoral or professional degree","Astronomers",0,0,0,0,18.1,27.7,54.1,0,0,81.8,2020,100590,221311200,"None",4.1,770,7,1386850,0.00145653819807477,3.46496578577352
"148","Doctoral or professional degree","Judicial Law Clerks",0.1,0.5,5.1,3,13.7,2.2,75.4,0.6,8.1,77.6,15260,51330,883859200,"None",41,9470,7,1386850,0.0110033529220896,3.46496578577352
"149","Doctoral or professional degree","Audiologists",0,0.9,3.1,2.3,7.9,22.5,63.5,0.9,5.4,86,12020,75920,962080800,"None",0.33,11830,7,1386850,0.0086671233370588,3.46496578577352
"150","Doctoral or professional degree","Biochemists and Biophysicists",0,0,0,0,47.5,31.4,21,0,0,52.4,27380,91190,2886125800,"None",2.7,22840,7,1386850,0.0197425821105383,3.46496578577352
"151","Doctoral or professional degree","Veterinarians",0,0,0,0,0,2.5,97.5,0,0,100,69370,90420,7043136100,"None",3.8,67650,7,1386850,0.0500198291091322,3.46496578577352
"152","Doctoral or professional degree","Lawyers",0.2,0.4,0.6,0.5,5,4.4,88.9,0.6,1.1,93.3,628370,119250,89159419300,"None",3.5,619560,7,1386850,0.453091538378339,3.46496578577352
"153","Doctoral or professional degree","Chiropractors",0.4,0.4,0.2,0.7,5,2.5,90.7,0.8,0.9,93.2,33630,68640,2803060500,"None",2.7,32950,7,1386850,0.0242491978224033,3.46496578577352
"154","Doctoral or professional degree","Physical Therapists",0.4,0.8,1.2,4.1,31.1,24.9,37.5,1.2,5.3,62.4,225420,86850,19854993600,"None",2.1,216950,7,1386850,0.162541010202978,3.46496578577352
"155","Doctoral or professional degree","Physicists",0,0,0,0,18.1,27.7,54.1,0,0,81.8,16710,118830,2056666800,"None",10,16350,7,1386850,0.0120488877672423,3.46496578577352
"156","High school diploma or equivalent","Elevator Installers and Repairers",3.8,48.2,31.4,10.9,4.8,0.6,0.3,52,42.3,0.9,24490,79480,1888913700,"None",39,21020,2,33129910,0.000739211184093165,59.8755391638553
"157","High school diploma or equivalent","Cooling and Freezing Equipment Operators and Tenders",19.4,46.4,20.7,6.6,5.7,0.9,0.2,65.8,27.3,1.1,8630,30860,289881700,"None",93,7610,2,33129910,0.00026048969043381,59.8755391638553
"158","High school diploma or equivalent","Cargo and Freight Agents",5.3,25.2,37.3,11,17.8,3.2,0.2,30.5,48.3,3.4,89920,41820,4044601600,"None",99,88910,2,33129910,0.00271416372697662,59.8755391638553
"159","High school diploma or equivalent","Automotive Body and Related Repairers",22.6,49.5,17.6,7.5,2.7,0.1,0.1,72.1,25.1,0.2,144320,41970,6585321600,"None",91,143860,2,33129910,0.00435618448706924,59.8755391638553
"160","High school diploma or equivalent","Baggage Porters and Bellhops",10.6,30.9,27.5,11.6,16.7,1.9,0.9,41.5,39.1,2.8,42620,23230,1112382000,"None",83,44410,2,33129910,0.00128645082344021,59.8755391638553
"161","High school diploma or equivalent","Sheet Metal Workers",14,48.8,24.6,8,4,0.4,0.1,62.8,32.6,0.5,132920,47990,6925132000,"None",82,134440,2,33129910,0.00401208454837336,59.8755391638553
"162","High school diploma or equivalent","Airfield Operations Specialists",0.6,9.5,32.6,14.7,34.5,6.9,1.1,10.1,47.3,8,9590,52360,537615400,"None",71,7160,2,33129910,0.000289466527376621,59.8755391638553
"163","High school diploma or equivalent","First-Line Supervisors of Construction Trades and Extraction Workers",14.8,41.5,24.7,7.7,9.5,1.6,0.3,56.3,32.4,1.9,556300,64070,38495960000,"5 years or more",17,538220,2,33129910,0.0167914733242559,59.8755391638553
"164","High school diploma or equivalent","Animal Trainers",6.2,24.4,30.7,8.8,24.7,4.1,1.1,30.6,39.5,5.2,14340,28880,498458400,"None",10,13240,2,33129910,0.000432841501833238,59.8755391638553
"165","High school diploma or equivalent","Machinists",10.8,44.1,28.6,11.8,4.4,0.3,0.1,54.9,40.4,0.4,378320,42600,16706611200,"None",65,391110,2,33129910,0.0114192884918794,59.8755391638553
"166","High school diploma or equivalent","Public Address System and Other Announcers",3.9,18.9,25.7,8.7,36.1,5.3,1.5,22.8,34.4,6.8,7920,28440,330580800,"None",72,7110,2,33129910,0.00023905890477819,59.8755391638553
"167","High school diploma or equivalent","Lodging Managers",3,16.9,26.3,10.6,33.6,8,1.5,19.9,36.9,9.5,36610,51800,2182688200,"Less than 5 years",0.39,35390,2,33129910,0.00110504375049615,59.8755391638553
"168","High school diploma or equivalent","Adhesive Bonding Machine Operators and Tenders",21.6,49.2,21.5,2.2,4.9,0.5,0,70.8,23.7,0.5,15860,32710,549231800,"None",95,16190,2,33129910,0.000478721493659355,59.8755391638553
"169","High school diploma or equivalent","Chefs and Head Cooks",15.9,29.7,23.4,16.8,12.3,1.5,0.4,45.6,40.2,1.9,131430,45950,6525499500,"5 years or more",10,134150,2,33129910,0.0039671100827017,59.8755391638553
"170","High school diploma or equivalent","Construction and Building Inspectors",1.6,24.4,31.3,14.6,21.6,5.8,0.9,26,45.9,6.7,98810,59090,6128196200,"5 years or more",63,94980,2,33129910,0.00298250131074911,59.8755391638553
"171","High school diploma or equivalent","Insurance Claims and Policy Processing Clerks",1.7,23.8,33.7,12,24.3,3.8,0.7,25.5,45.7,4.5,277130,38790,11387271700,"None",98,274350,2,33129910,0.00836494877287623,59.8755391638553
"172","High school diploma or equivalent","Fallers",31.6,48,11.9,3.7,3.3,1.5,0,79.6,15.6,1.5,5420,40690,254360600,"None",76,3810,2,33129910,0.000163598391906286,59.8755391638553
"173","High school diploma or equivalent","Foundry Mold and Coremakers",16.8,48.1,21.8,7.4,5.6,0.3,0,64.9,29.2,0.3,13960,35140,508702400,"None",67,12070,2,33129910,0.000421371503876708,59.8755391638553
"174","High school diploma or equivalent","Advertising Sales Agents",1.6,10.3,19.3,8.1,50.8,8.7,1.2,11.9,27.4,9.9,136520,49680,8330450400,"None",54,141120,2,33129910,0.0041207476869089,59.8755391638553
"175","High school diploma or equivalent","Recreation Workers",2.4,14.8,24,10.1,37.5,9.9,1.4,17.2,34.1,11.3,352350,24540,9848182500,"None",0.61,336910,2,33129910,0.0106354046841661,59.8755391638553
"176","High school diploma or equivalent","Automotive Glass Installers and Repairers",14.2,55.4,24.5,3.3,1.2,1.5,0,69.6,27.8,1.5,20190,34170,723407700,"None",55,15160,2,33129910,0.000609419101953492,59.8755391638553
"177","High school diploma or equivalent","Merchandise Displayers and Window Trimmers",2.3,9.5,16.7,12.5,48.2,9.3,1.5,11.8,29.2,10.8,120870,27680,3739717800,"None",48,112090,2,33129910,0.00364836487633078,59.8755391638553
"178","High school diploma or equivalent","Choreographers",8.7,25.4,23.4,7.7,28.1,5.5,1.2,34.1,31.1,6.7,5310,48420,281270700,"5 years or more",0.4,4110,2,33129910,0.000160278129339923,59.8755391638553
"179","High school diploma or equivalent","Costume Attendants",8.9,28.8,28.2,8.4,20,5,0.8,37.7,36.6,5.8,6430,42620,306711000,"None",61,5520,2,33129910,0.000194084439106535,59.8755391638553
"180","High school diploma or equivalent","First-Line Supervisors of Non-Retail Sales Workers",4.6,21.4,22.4,8.2,31.7,10,1.7,26,30.6,11.7,251830,71650,20995067100,"Less than 5 years",7.5,252640,2,33129910,0.00760128838261257,59.8755391638553
"181","High school diploma or equivalent","Brokerage Clerks",2.3,17.8,28.1,7,35.3,7.5,2.1,20.1,35.1,9.6,58930,49800,3114450500,"None",98,59540,2,33129910,0.00177875520941651,59.8755391638553
"182","High school diploma or equivalent","Dental Laboratory Technicians",6.2,29.5,31.7,17.7,12.3,1.5,1,35.7,49.4,2.5,35630,38670,1496103700,"None",97,36860,2,33129910,0.00107546322945037,59.8755391638553
"183","High school diploma or equivalent","Reservation and Transportation Ticket Agents and Travel Clerks",2.1,24.5,33.4,11.1,25.1,3.2,0.6,26.6,44.5,3.8,148220,36280,5906567000,"None",61,135780,2,33129910,0.00447390288714941,59.8755391638553
"184","High school diploma or equivalent","Billing and Posting Clerks",2.7,29.1,33.7,15.1,15.7,3,0.5,31.8,48.8,3.5,476010,36860,18307344600,"None",96,485200,2,33129910,0.0143679834928619,59.8755391638553
"185","High school diploma or equivalent","Commercial Pilots",0.3,4.9,12.9,8,59.5,12.5,1.9,5.2,20.9,14.4,38490,78740,3439081500,"None",55,38100,2,33129910,0.00116179005617582,59.8755391638553
"186","High school diploma or equivalent","Locomotive Engineers",3.2,36.7,37.2,11,11.1,0.8,0,39.9,48.2,0.8,35680,60990,2354166400,"Less than 5 years",96,28240,2,33129910,0.0010769724397078,59.8755391638553
"187","High school diploma or equivalent","Camera and Photographic Equipment Repairers",3.9,23.3,28.7,20.7,18.6,3.9,0.9,27.2,49.4,4.8,3650,40770,155161500,"None",97,2120,2,33129910,0.000110172348792979,59.8755391638553
"188","High school diploma or equivalent","Riggers",11.7,53.7,18.7,10.6,4.9,0.4,0,65.4,29.3,0.4,21000,48580,1055670000,"None",89,20500,2,33129910,0.000633868308123988,59.8755391638553
"189","High school diploma or equivalent","Postmasters and Mail Superintendents",2.8,13.8,18.6,7.5,36,17.7,3.6,16.6,26.1,21.3,13960,74840,1056213600,"Less than 5 years",75,14760,2,33129910,0.000421371503876708,59.8755391638553
"190","High school diploma or equivalent","Food Cooking Machine Operators and Tenders",27.9,40.4,18.5,6.6,6.6,0,0,68.3,25.1,0,33340,28420,1008201600,"None",61,31930,2,33129910,0.0010063413996597,59.8755391638553
"191","High school diploma or equivalent","Correspondence Clerks",9.7,32.6,27,10.1,17.6,2.5,0.6,42.3,37.1,3.1,6370,36620,242697000,"None",86,6530,2,33129910,0.00019227338679761,59.8755391638553
"192","High school diploma or equivalent","Gaming Dealers",7.9,35.6,30.6,9.3,14.1,2.2,0.4,43.5,39.9,2.6,94260,19820,2159496600,"None",96,83170,2,33129910,0.00284516317732224,59.8755391638553
"193","High school diploma or equivalent","Mechanical Door Repairers",6.1,45,33.3,10.5,4.5,0.5,0,51.1,43.8,0.5,21010,39510,871074600,"None",91,17680,2,33129910,0.000634170150175476,59.8755391638553
"194","High school diploma or equivalent","Security Guards",6.1,35.3,32.1,10.3,13.2,2.7,0.4,41.4,42.4,3.1,1105440,26900,33970171200,"None",84,1103150,2,33129910,0.0333668277396467,59.8755391638553
"195","High school diploma or equivalent","Concierges",10.6,30.9,27.5,11.6,16.7,1.9,0.9,41.5,39.1,2.8,35750,30150,1169025000,"None",21,31650,2,33129910,0.00107908533406822,59.8755391638553
"196","High school diploma or equivalent","Semiconductor Processors",19.4,46.4,20.7,6.6,5.7,0.9,0.2,65.8,27.3,1.1,23540,36580,914764400,"None",88,14990,2,33129910,0.000710536189201842,59.8755391638553
"197","High school diploma or equivalent","Manufactured Building and Mobile Home Installers",13,39.9,26.6,10.3,8.2,1.7,0.2,52.9,36.9,1.9,2750,30960,87477500,"None",18,1870,2,33129910,0.0000830065641590937,59.8755391638553
"198","High school diploma or equivalent","Animal Breeders",55.6,25.7,9.4,3.3,5.1,0.8,0.2,81.3,12.7,1,1800,37560,78210000,"None",95,530,2,33129910,0.0000543315692677704,59.8755391638553
"199","High school diploma or equivalent","Cabinetmakers and Bench Carpenters",19.3,46.5,18,7.3,7.3,1.5,0,65.8,25.3,1.5,97820,33920,3496086800,"None",92,97980,2,33129910,0.00295261894765183,59.8755391638553
"200","High school diploma or equivalent","Fabric and Apparel Patternmakers",28.8,35,18.2,5.8,11.4,0.8,0,63.8,24,0.8,4810,40460,239008900,"None",0.49,4030,2,33129910,0.000145186026765542,59.8755391638553
"201","High school diploma or equivalent","Packaging and Filling Machine Operators and Tenders",34.4,40.6,16.1,4.2,4.1,0.4,0.2,75,20.3,0.6,392910,29350,12569190900,"None",98,386510,2,33129910,0.0118596760449998,59.8755391638553
"202","High school diploma or equivalent","Funeral Attendants",3.5,31.5,22.8,17.1,20.1,4.5,0.6,35,39.9,5.1,34970,25050,948386400,"None",37,35560,2,33129910,0.00105554165405218,59.8755391638553
"203","High school diploma or equivalent","Farm Equipment Mechanics and Service Technicians",13.1,44.7,25.4,12,3.7,0.6,0.3,57.8,37.4,0.9,34410,39340,1406680800,"None",75,34980,2,33129910,0.00103863849916888,59.8755391638553
"204","High school diploma or equivalent","Shoe Machine Operators and Tenders",24.3,43.8,18.2,3,6,3.7,1.1,68.1,21.2,4.8,3500,27420,96355000,"None",97,430,2,33129910,0.000105644718020665,59.8755391638553
"205","High school diploma or equivalent","Bridge and Lock Tenders",5.3,38.8,34.4,9.9,8,3.3,0.4,44.1,44.3,3.7,3240,50240,153187200,"None",97,2930,2,33129910,0.0000977968246819868,59.8755391638553
"206","High school diploma or equivalent","Transit and Railroad Police",0.8,11.7,32.1,16.4,32.5,5.6,0.9,12.5,48.5,6.5,5520,70280,393465600,"None",57,3890,2,33129910,0.000166616812421163,59.8755391638553
"207","High school diploma or equivalent","Fiberglass Laminators and Fabricators",17.5,46.8,22.5,6.5,5.7,0.8,0.2,64.3,29,1,20040,32290,700598400,"None",93,18310,2,33129910,0.000604891471181177,59.8755391638553
"208","High school diploma or equivalent","Self-Enrichment Education Teachers",1.8,10.2,18.4,8.5,35.9,20.5,4.7,12,26.9,25.2,238710,38440,10653627300,"Less than 5 years",13,224490,2,33129910,0.00720527161106082,59.8755391638553
"209","High school diploma or equivalent","Millwrights",9.7,44.3,31.2,11.4,3,0.5,0,54,42.6,0.5,41360,53980,2286794400,"None",59,38900,2,33129910,0.00124841872495277,59.8755391638553
"210","High school diploma or equivalent","Loan Interviewers and Clerks",1.6,23.4,37.2,11,23.9,2.6,0.4,25,48.2,3,227430,39060,9235932300,"None",92,224360,2,33129910,0.00686479377698279,59.8755391638553
"211","High school diploma or equivalent","Executive Secretaries and Executive Administrative Assistants",2.3,27.4,32.3,14.7,19.3,3.5,0.6,29.7,47,4.1,596080,57410,35407152000,"Less than 5 years",86,631580,2,33129910,0.0179922010050737,59.8755391638553
"212","High school diploma or equivalent","Bill and Account Collectors",4.2,29.9,33.5,13.4,16,2.6,0.5,34.1,46.9,3.1,271700,35330,10229505000,"None",95,298960,2,33129910,0.00820104853891846,59.8755391638553
"213","High school diploma or equivalent","Pharmacy Aides",4.7,26.8,34.5,11.3,17,2,3.9,31.5,45.8,5.9,35960,26120,1043918800,"None",72,35840,2,33129910,0.00108542401714946,59.8755391638553
"214","High school diploma or equivalent","Motorboat Mechanics and Service Technicians",18.1,40.7,25.2,10.5,4.2,1.1,0.2,58.8,35.7,1.3,21160,38960,874966000,"None",66,20120,2,33129910,0.00063869778094779,59.8755391638553
"215","High school diploma or equivalent","Stationary Engineers and Boiler Operators",6.5,39,30.7,10.9,10.1,2.1,0.7,45.5,41.6,2.8,32790,59890,2056260900,"None",89,33710,2,33129910,0.000989740086827885,59.8755391638553
"216","High school diploma or equivalent","Dredge Operators",20,51,20.4,4.2,4,0.4,0,71,24.6,0.4,1410,43230,65339400,"None",92,1050,2,33129910,0.0000425597292597535,59.8755391638553
"217","High school diploma or equivalent","Logging Equipment Operators",31.6,48,11.9,3.7,3.3,1.5,0,79.6,15.6,1.5,26010,38390,1035718200,"None",79,26720,2,33129910,0.000785091175919283,59.8755391638553
"218","High school diploma or equivalent","Signal and Track Switch Repairers",13,39.9,26.6,10.3,8.2,1.7,0.2,52.9,36.9,1.9,8300,68400,545725000,"None",90,5910,2,33129910,0.000250528902734719,59.8755391638553
"219","High school diploma or equivalent","Brickmasons and Blockmasons",35.6,43.4,14.6,3.1,2.5,0.6,0.3,79,17.7,0.9,64790,49770,3459138100,"None",82,64170,2,33129910,0.00195563465158825,59.8755391638553
"220","High school diploma or equivalent","Computer Operators",2.6,22.6,29.6,12.7,25.3,6.4,0.9,25.2,42.3,7.3,40400,44270,1830928000,"None",78,46600,2,33129910,0.00121944188800996,59.8755391638553
"221","High school diploma or equivalent","Radio Operators",1.3,17.9,29.4,16.7,30.4,3.7,0.5,19.2,46.1,4.2,770,44330,34257300,"None",98,310,2,33129910,0.0000232418379645462,59.8755391638553
"222","High school diploma or equivalent","First-Line Supervisors of Personal Service Workers",4.1,27.4,28.8,12.7,21.7,4.1,1.1,31.5,41.5,5.2,213620,37450,8662291000,"Less than 5 years",7.6,190450,2,33129910,0.0064479499038784,59.8755391638553
"223","High school diploma or equivalent","First-Line Supervisors of Police and Detectives",0.5,10.9,29.4,17.3,29.6,11.3,1,11.4,46.7,12.3,104860,87910,9604127400,"Less than 5 years",0.44,95540,2,33129910,0.00316511575189911,59.8755391638553
"224","High school diploma or equivalent","First-Line Supervisors of Production and Operating Workers",10.2,37.9,26.1,8.7,13.3,3.1,0.7,48.1,34.8,3.8,611800,58870,38335388000,"Less than 5 years",1.6,610500,2,33129910,0.0184666967100122,59.8755391638553
"225","High school diploma or equivalent","Bus and Truck Mechanics and Diesel Engine Specialists",13.1,46,24.2,12.9,2.9,0.6,0.2,59.1,37.1,0.8,260380,46360,12498240000,"None",73,254270,2,33129910,0.00785936333663448,59.8755391638553
"226","High school diploma or equivalent","Animal Control Workers",1.9,28.7,43.3,10,13.4,2.5,0.2,30.6,53.3,2.7,12700,35520,477266000,"None",21,12860,2,33129910,0.000383339405389269,59.8755391638553
"227","High school diploma or equivalent","Postal Service Mail Carriers",2.9,34.4,35.9,12.2,12.7,1.5,0.4,37.3,48.1,1.9,336900,57000,16851738000,"None",68,329030,2,33129910,0.0101690587146177,59.8755391638553
"228","High school diploma or equivalent","Flight Attendants",1,13.8,32.2,12.5,35.1,4.1,1.3,14.8,44.7,5.4,119000,50500,6266540000,"Less than 5 years",35,82330,2,33129910,0.0035919204127026,59.8755391638553
"229","High school diploma or equivalent","Tax Preparers",1.3,11.6,21,10,35.2,15.4,5.5,12.9,31,20.9,68720,38730,3236024800,"None",99,63600,2,33129910,0.00207425857782288,59.8755391638553
"230","High school diploma or equivalent","Floral Designers",2.3,9.5,16.7,12.5,48.2,9.3,1.5,11.8,29.2,10.8,43470,26350,1226723400,"None",4.7,44030,2,33129910,0.00131210739781666,59.8755391638553
"231","High school diploma or equivalent","Carpenters",25.9,42.6,19.6,5.3,5.6,0.8,0.2,68.5,24.9,1,693050,45170,34396071500,"None",72,676950,2,33129910,0.0209191633783491,59.8755391638553
